order_id,region,order_date,actual_delivery_date,delivery_time_days,delay_status,delay_reason
ORD0397,Mumbai,2025-02-19,2025-02-19,0,On-time,
ORD0398,Mumbai,2025-04-24,2025-04-26,2,Delayed,Weather
ORD0399,Mumbai,2025-05-01,2025-05-04,3,Delayed,Driver Unavailable
ORD0400,Pune,2025-01-06,2025-01-08,2,Delayed,Driver Unavailable
ORD0401,Pune,2025-01-09,2025-01-11,2,Delayed,Weather
ORD0402,Nashik,2025-02-18,2025-02-18,0,On-time,
ORD0403,Pune,2025-05-24,2025-05-26,2,Delayed,Driver Unavailable
ORD0404,Nashik,2025-05-31,2025-06-02,2,Delayed,Weather
ORD0405,Mumbai,2025-05-31,2025-05-31,0,On-time,
ORD0406,Mumbai,2025-02-08,2025-02-11,3,Delayed,Weather
ORD0407,Pune,2025-02-14,2025-02-17,3,Delayed,Weather
ORD0408,Nashik,2025-03-24,2025-03-24,0,On-time,
ORD0409,Nashik,2025-01-28,2025-01-28,0,On-time,
ORD0410,Mumbai,2025-01-10,2025-01-10,0,On-time,
ORD0411,Nashik,2025-05-03,2025-05-05,2,Delayed,Driver Unavailable
ORD0412,Mumbai,2025-02-08,2025-02-11,3,Delayed,Traffic
ORD0413,Nashik,2025-01-18,2025-01-20,2,Delayed,Driver Unavailable
ORD0414,Pune,2025-03-17,2025-03-17,0,On-time,
ORD0415,Mumbai,2025-05-07,2025-05-07,0,On-time,
ORD0416,Pune,2025-03-23,2025-03-23,0,On-time,
ORD0417,Mumbai,2025-01-05,2025-01-06,1,On-time,
ORD0418,Nashik,2025-03-11,2025-03-11,0,On-time,
ORD0419,Pune,2025-01-20,2025-01-22,2,Delayed,
ORD0420,Mumbai,2025-01-01,2025-01-02,1,On-time,
ORD0421,Pune,2025-01-08,2025-01-08,0,On-time,
ORD0422,Mumbai,2025-01-26,2025-01-29,3,Delayed,Warehouse Issue
ORD0423,Pune,2025-01-03,2025-01-05,2,Delayed,Weather
ORD0424,Mumbai,2025-03-05,2025-03-07,2,Delayed,Warehouse Issue
ORD0425,Mumbai,2025-02-01,2025-02-01,0,On-time,
ORD0426,Pune,2025-03-25,2025-03-26,1,On-time,
ORD0427,Pune,2025-03-12,2025-03-12,0,On-time,
ORD0428,Mumbai,2025-04-17,2025-04-19,2,Delayed,Warehouse Issue
ORD0429,Pune,2025-02-02,2025-02-02,0,On-time,
ORD0430,Pune,2025-01-03,2025-01-06,3,Delayed,Driver Unavailable
ORD0431,Mumbai,2025-01-28,2025-01-29,1,On-time,
ORD0432,Mumbai,2025-03-15,2025-03-17,2,Delayed,Driver Unavailable
ORD0433,Pune,2025-02-19,2025-02-21,2,Delayed,
ORD0434,Mumbai,2025-01-02,2025-01-04,2,Delayed,
ORD0435,Nashik,2025-03-06,2025-03-06,0,On-time,
ORD0436,Mumbai,2025-05-29,2025-05-31,2,Delayed,Weather
ORD0437,Pune,2025-03-27,2025-03-30,3,Delayed,
ORD0438,Mumbai,2025-03-13,2025-03-13,0,On-time,
ORD0439,Nashik,2025-05-19,2025-05-19,0,On-time,
ORD0440,Nashik,2025-01-01,2025-01-04,3,Delayed,Weather
ORD0441,Nashik,2025-05-27,2025-05-30,3,Delayed,Weather
ORD0442,Mumbai,2025-02-10,2025-02-11,1,On-time,
ORD0443,Mumbai,2025-03-03,2025-03-04,1,On-time,
ORD0444,Pune,2025-01-29,2025-01-30,1,On-time,
ORD0445,Mumbai,2025-05-05,2025-05-07,2,Delayed,
ORD0446,Mumbai,2025-02-11,2025-02-12,1,On-time,
ORD0447,Pune,2025-02-06,2025-02-06,0,On-time,
ORD0448,Nashik,2025-01-15,2025-01-15,0,On-time,
ORD0449,Mumbai,2025-04-29,2025-04-29,0,On-time,
ORD0450,Pune,2025-03-26,2025-03-27,1,On-time,
ORD0451,Pune,2025-05-18,2025-05-21,3,Delayed,Traffic
ORD0452,Nashik,2025-05-24,2025-05-26,2,Delayed,
ORD0453,Nashik,2025-02-24,2025-02-26,2,Delayed,Warehouse Issue
ORD0454,Nashik,2025-05-12,2025-05-13,1,On-time,
ORD0455,Mumbai,2025-03-21,2025-03-21,0,On-time,
ORD0456,Mumbai,2025-03-31,2025-04-03,3,Delayed,
ORD0457,Nashik,2025-05-28,2025-05-28,0,On-time,
ORD0458,Mumbai,2025-05-29,2025-05-30,1,On-time,
ORD0459,Mumbai,2025-02-03,2025-02-03,0,On-time,
ORD0460,Mumbai,2025-01-13,2025-01-15,2,Delayed,Driver Unavailable
ORD0461,Mumbai,2025-01-12,2025-01-13,1,On-time,
ORD0462,Mumbai,2025-02-09,2025-02-10,1,On-time,
ORD0463,Nashik,2025-02-10,2025-02-13,3,Delayed,Traffic
ORD0464,Pune,2025-01-29,2025-01-30,1,On-time,
ORD0465,Mumbai,2025-02-14,2025-02-14,0,On-time,
ORD0466,Nashik,2025-03-03,2025-03-06,3,Delayed,Traffic
ORD0467,Mumbai,2025-04-29,2025-04-30,1,On-time,
ORD0468,Pune,2025-04-19,2025-04-22,3,Delayed,Weather
ORD0469,Pune,2025-01-06,2025-01-07,1,On-time,
ORD0470,Mumbai,2025-02-14,2025-02-15,1,On-time,
ORD0471,Nashik,2025-04-20,2025-04-20,0,On-time,
ORD0472,Nashik,2025-04-16,2025-04-19,3,Delayed,Weather
ORD0473,Nashik,2025-01-17,2025-01-18,1,On-time,
ORD0474,Mumbai,2025-04-03,2025-04-04,1,On-time,
ORD0475,Nashik,2025-04-14,2025-04-16,2,Delayed,Traffic
ORD0476,Nashik,2025-01-04,2025-01-07,3,Delayed,Warehouse Issue
ORD0477,Mumbai,2025-03-14,2025-03-14,0,On-time,
ORD0478,Pune,2025-05-09,2025-05-11,2,Delayed,
ORD0479,Pune,2025-05-08,2025-05-08,0,On-time,
ORD0480,Mumbai,2025-01-09,2025-01-10,1,On-time,
ORD0481,Mumbai,2025-04-01,2025-04-02,1,On-time,
ORD0482,Pune,2025-05-07,2025-05-10,3,Delayed,Weather
ORD0483,Nashik,2025-03-24,2025-03-25,1,On-time,
ORD0484,Pune,2025-02-04,2025-02-06,2,Delayed,Driver Unavailable
ORD0485,Nashik,2025-01-14,2025-01-16,2,Delayed,Warehouse Issue
ORD0486,Mumbai,2025-03-31,2025-04-01,1,On-time,
ORD0487,Nashik,2025-03-30,2025-04-01,2,Delayed,Traffic
ORD0488,Nashik,2025-05-29,2025-05-30,1,On-time,
ORD0489,Mumbai,2025-05-01,2025-05-01,0,On-time,
ORD0490,Nashik,2025-04-23,2025-04-23,0,On-time,
ORD0491,Nashik,2025-04-30,2025-05-03,3,Delayed,
ORD0492,Mumbai,2025-01-28,2025-01-28,0,On-time,
ORD0493,Mumbai,2025-01-23,2025-01-23,0,On-time,
ORD0494,Nashik,2025-05-09,2025-05-09,0,On-time,
ORD0495,Pune,2025-05-28,2025-05-28,0,On-time,
ORD0496,Pune,2025-03-29,2025-03-30,1,On-time,
ORD0497,Pune,2025-01-01,2025-01-02,1,On-time,
ORD0498,Nashik,2025-05-18,2025-05-20,2,Delayed,Weather
ORD0499,Mumbai,2025-05-31,2025-06-01,1,On-time,
ORD0500,Nashik,2025-05-18,2025-05-19,1,On-time,
